doc_id,category,gold_label,gold_text,gold_start,gold_end,overlapping_fp_labels,overlapping_fp_texts
5893,omission,PER,Rochat,396,402,,
5894,omission,PER,Fischer,351,358,,
5897,omission,PER,Keller,274,280,,
5898,omission,PER,Dubois,427,433,,
5899,omission,PER,Ricci,406,411,,
5903,omission,PER,Schmidt,166,173,,
5905,omission,PER,Keller,253,259,,
5910,omission,MONEY,EUR 2 Mio.,305,315,,
5910,omission,PER,Gerber,257,263,,
5913,omission,PER,Fischer,304,311,,
5917,boundary,PER,Elena Bianchi,9,22,PER,Dr. Elena Bianchi
5917,omission,JOB,Exportrisikoversicherung,205,229,,
5917,boundary,MONEY,EUR 2.2 Mio.,186,198,MONEY,EUR 2.2 Mio
5919,omission,JOB,VR-Mitglied,275,286,,
5919,boundary,NATION,deutsche,307,315,NATION,deutsche Staatsbürgerin
5928,boundary,DATE,2023,146,150,DATE,Jahresabschluss 2023
5931,omission,PER,Frey,177,181,,
5931,boundary,DATE,2023,366,370,DATE,Jahresabschluss 2023
5937,boundary,DATE,Ende Juni,313,322,DATE,Juni
5937,omission,DATE,2023,107,111,,
5939,boundary,PHONE,031 333 44 55,117,130,PHONE,(031 333 44 55
5945,omission,JOB,Gründer,107,114,,
5947,omission,PER,Keller,317,323,,
5947,boundary,PER,Martin Keller,157,170,PER|PER,Dr. Martin Keller|Keller
5954,omission,LOC,Bern,232,236,,
5957,omission,PER,Vogel,478,483,,
5959,omission,PER,Dubois,383,389,,
5959,label,NATION,asiatischen,511,522,LOC,asiatischen
5961,omission,PER,Schmid,456,462,,
5961,omission,PER,Martin,331,337,,
5961,boundary,PER,Anna Schmid,43,54,PER|PER,Schmid|Dr. Anna Schmid
5964,omission,PER,Frei,276,280,,
5966,omission,PER,Steiner,229,236,,
5969,omission,JOB,Gründer,50,57,,
5969,boundary,EDU,HSG,174,177,EDU,HSG-Absolvent
5969,boundary,PER,Brunner,327,334,PER,Brunner senior
5992,boundary,LOC,Thurgau,263,270,LOC,Kanton Thurgau
6002,boundary,MONEY,CHF 5 Mio.,335,345,MONEY,Kredit von CHF 5 Mio.
6002,omission,AGE,64-jährig,136,145,,
6007,boundary,PER,Simon Tanner,428,440,PER,Dr. Simon Tanner
6029,boundary,PER,Valérie Dupont,100,114,PER,Dr. Valérie Dupont
6034,omission,PER,Zürcher,370,377,,
6037,boundary,MONEY,CHF 10 Mio.,463,474,MONEY,CHF 10 Mio
6037,label,JOB,ETH-Absolventin,109,124,EDU,ETH-Absolventin
6037,label,NATION,amerikanischen,396,410,LOC,amerikanischen
6052,boundary,MONEY,CHF 1.8 Mio.,205,217,MONEY,CHF 1.8 Mio
6052,omission,PER,Graf,224,228,,
6079,omission,DATE,90 Tage,207,214,,
6103,omission,PER,Frischknecht,242,254,,
6103,boundary,DATE,2023,279,283,DATE,Jahresabschluss 2023
6105,label,NATION,deutschen,127,136,LOC,deutschen
6105,omission,PER,Bianchi,245,252,,
6105,label,JOB,HSG-Absolvent,258,271,EDU,HSG-Absolvent
6114,omission,JOB,Mitarbeiter,320,331,,
6118,omission,JOB,Assistent,340,349,,
6118,boundary,PER,Christoph Keller,101,117,PER,Dr. Christoph Keller
6130,omission,PER,Fischer,421,428,,
6136,boundary,MONEY,CHF 12 Mio.,69,80,MONEY,CHF 12 Mio
6138,label,JOB,Betriebsökonomin FH,296,315,EDU,Betriebsökonomin FH
6147,label,JOB,ETH-Ingenieur,311,324,EDU,ETH-Ingenieur
6147,omission,PER,Baumann,192,199,,
6147,omission,DATE,2025,334,338,,
6153,omission,DATE,2023,51,55,,
6156,boundary,PER,Eliane Girard,21,34,PER,Dr. Eliane Girard
6156,boundary,AGE,38,130,132,AGE,38 Jahre
6164,boundary,PER,Elena Rossi,19,30,PER,Dr. Elena Rossi
6166,omission,NATION,deutsche,263,271,,
6191,boundary,MONEY,CHF 15 Mio.,155,166,MONEY,CHF 15 Mio
6191,boundary,MONEY,CHF 10 Mio.,205,216,MONEY,CHF 10 Mio
6193,boundary,ORG,Digital Solutions GmbH,50,72,ORG,Digital Solutions GmbH i.L.
6195,boundary,PER,Elena Rossi,9,20,PER,Dr. Elena Rossi
6201,omission,ORG,Novartis,73,81,,
6202,boundary,PER,Urs Tanner,20,30,PER|PER,Dr. Urs Tanner|Tanner
6202,omission,JOB,Stiftungsratspräsident,32,54,,
6202,omission,PER,Tanner,252,258,,
6202,boundary,MONEY,EUR 3.5 Mio.,155,167,MONEY,EUR 3.5 Mio
6205,omission,PER,Baumann,324,331,,
6205,boundary,DATE,2023,300,304,DATE,Jahresabschluss 2023
6211,boundary,AGE,58,363,365,AGE,58 Jahre
6215,omission,JOB,Inhaber,30,37,,
6215,boundary,EDU,HSG,133,136,EDU,HSG-Absolventin
6219,boundary,PER,Ulrich Schmid,108,121,PER|PER,Schmid|Dr. Ulrich Schmid
6219,omission,PER,Schmid,306,312,,
6225,omission,JOB,Mitarbeiter,102,113,,
6227,label,DATE,2023,391,395,MONEY,Umsatz 2023
6227,omission,MONEY,CHF 25 Mio.,403,414,,
6230,boundary,PER,Andreas Gasser,61,75,PER,Dr. Andreas Gasser
6230,boundary,MONEY,EUR 1.5 Mio.,196,208,MONEY,EUR 1.5 Mio
6242,label,JOB,Betriebsökonom FH,156,173,EDU,Betriebsökonom FH
6242,omission,ORG,Baumann Transport GmbH,40,62,,
6245,label,JOB,ETH-Ingenieur,231,244,EDU,ETH-Ingenieur
6245,boundary,MONEY,CHF 10 Mio.,320,331,MONEY,CHF 10 Mio
6253,omission,JOB,TEF-Spezialisten,275,291,,
6257,omission,PER,Baumann,266,273,,
6265,boundary,DATE,2023,128,132,DATE,Jahresabschluss 2023
6265,omission,DATE,Ende nächster Woche,184,203,,
6280,omission,LOC,Zürich,192,198,,
6292,boundary,LOC,Zug,106,109,LOC,Kanton Zug
6300,boundary,MONEY,CHF 1.8 Mio.,204,216,MONEY,CHF 1.8 Mio
6300,omission,JOB,Alleininhaber,22,35,,
6300,boundary,PER,Hans-Peter Moser,0,16,PER,Moser
6305,omission,ORG,Immo Generalbau AG,10,28,,
6319,omission,DATE,2023,262,266,,
6319,boundary,LOC,Aargau,339,345,LOC,Kanton Aargau
6323,boundary,ORG,Lisboa Trading Lda.,188,207,ORG,Lisboa Trading Lda
6340,omission,PER,Leblanc,304,311,,
6349,omission,JOB,Inhaber,19,26,,
6349,omission,JOB,Sohn,124,128,,
6350,omission,PER,Dubois,197,203,,
6363,boundary,PER,Eliane Dubois,21,34,PER,Dr. Eliane Dubois
6371,omission,PER,Sutter,225,231,,
6378,omission,PER,Baker,333,338,,
6384,boundary,MONEY,CHF 3.2 Mio.,74,86,MONEY,CHF 3.2 Mio
6397,omission,JOB,Inhaber,60,67,,
6398,boundary,MONEY,CHF 3.5 Mio.,95,107,MONEY,CHF 3.5 Mio
6402,boundary,JOB,Assistentin der Geschäftsleitung,20,52,JOB,Geschäftsleitung
6403,omission,NATION,deutschen,274,283,,
6405,omission,JOB,Softwareentwickler,100,118,,
6410,boundary,DATE,2023,237,241,DATE,Jahresabschluss 2023
6410,boundary,DATE,Ende Monat,251,261,DATE,Monat
6419,boundary,DATE,2023,213,217,DATE,Jahresabschluss 2023
6421,omission,JOB,Inhaber,36,43,,
6431,omission,JOB,Partner,129,136,,
6432,boundary,PER,Pascal Fournier,31,46,PER,Dr. Pascal Fournier
6433,omission,DATE,2023,113,117,,
6433,omission,PER,Huber,351,356,,
6434,omission,LOC,Genf,121,125,,
6437,boundary,LOC,Zürich,343,349,LOC,Filiale Zürich
6437,omission,JOB,Inhaber,30,37,,
6441,omission,AGE,45-jährige,205,215,,
6441,label,JOB,HSG-Absolventin,216,231,EDU,HSG-Absolventin
6442,boundary,JOB,designierte Geschäftsführer,266,293,JOB,Geschäftsführer
6446,omission,DATE,2023,348,352,,
6454,boundary,DATE,2023,287,291,DATE,Jahresabschluss 2023
6457,boundary,MONEY,CHF 2.8 Mio.,211,223,MONEY,CHF 2.8 Mio
6462,boundary,DATE,Ende dieser Woche,271,288,DATE,Woche
6462,boundary,MONEY,CHF 3 Mio.,234,244,MONEY,CHF 3 Mio
6494,omission,ORG,Global Trade Partners GmbH,54,80,,
6494,omission,JOB,Head of Treasury,36,52,,
6508,omission,DATE,2023,16,20,,
6508,omission,ORG,Bau AG Zürich,25,38,,
6509,omission,PER,Baker,268,273,,
6511,omission,PER,Steiner,320,327,,
6511,omission,MONEY,CHF 8 Mio.,303,313,,
6513,omission,AGE,67-jährig,97,106,,
6515,boundary,PER,Anna Leuenberger,152,168,PER,Dr. Anna Leuenberger
6521,boundary,JOB,Sachbearbeiter Buchhaltung,194,220,JOB|JOB,Buchhaltung|Sachbearbeiter
6523,boundary,PER,Anna Weber,9,19,PER,Dr. Anna Weber
6536,boundary,MONEY,CHF 1.8 Mio.,110,122,MONEY,CHF 1.8 Mio
6548,omission,AGE,32-jähriger,157,168,,
6566,omission,JOB,VR-Präsident,27,39,,
6566,boundary,PER,Christoph Berger,9,25,PER,Dr. Christoph Berger
6574,omission,NATION,schweizerische,260,274,,
6577,boundary,PER,François Lambert,74,90,PER,Lambert
6580,boundary,EDU,ETH,179,182,EDU,ETH-Bauingenieurin
6580,label,JOB,Bauingenieurin,183,197,EDU,ETH-Bauingenieurin
6586,omission,PER,Steiner,253,260,,
6596,boundary,PER,Elena Fischer,25,38,PER|PER,Dr. Elena Fischer|Fischer
6596,omission,PER,Fischer,110,117,,
6596,boundary,PER,Markus Gisin,329,341,PER,Dr. Markus Gisin
6596,boundary,MONEY,EUR 25 Mio.,232,243,MONEY,EUR 25 Mio
6600,omission,JOB,Gründer,112,119,,
6600,label,ORG,Universität Bern,90,106,LOC,Universität Bern
6632,boundary,MONEY,CHF 1.2 Mio.,271,283,MONEY,CHF 1.2 Mio
6638,omission,DATE,2023,168,172,,
6638,label,JOB,ETH-Physiker,112,124,EDU,ETH-Physiker
6639,boundary,ORG,Riyadh Manufacturing Ltd,247,271,ORG,Riyadh Manufacturing Ltd.
6645,boundary,LOC,"Rue du Rhône 15, 1204 Genf",143,169,LOC|LOC,Rue du Rhône 15|Genf
6646,boundary,DATE,2023,348,352,DATE,Jahresabschlusses 2023
6646,label,NATION,deutschen,257,266,LOC,deutschen
6654,omission,AGE,58-jähriger,281,292,,
6654,omission,PER,Bernasconi,265,275,,
6657,omission,PER,Lindberg,258,266,,
6666,omission,PER,Graf,294,298,,
6666,omission,LOC,Schweiz,347,354,,
6669,label,MONEY,3 Monate,293,301,DATE,3 Monate
6672,boundary,IBAN,CH45 0023 3788 1234 5678 A,330,356,IBAN,CH45 0023 3788 1234 5678
6672,omission,DATE,heute Abend,267,278,,
6673,label,JOB,dipl. Holzbauingenieur,180,202,EDU,dipl. Holzbauingenieur
6673,boundary,MONEY,CHF 1.5 Mio.,301,313,MONEY,CHF 1.5 Mio
6677,omission,JOB,Physiker,244,252,,
6677,omission,MONEY,CHF 100'000,77,88,,
6680,boundary,DATE,2022,192,196,DATE,Jahresabschluss 2022
6690,boundary,MONEY,CHF 2.8 Mio.,202,214,MONEY,CHF 2.8 Mio
6690,label,JOB,ETH-Ingenieur,367,380,EDU,ETH-Ingenieur
6693,boundary,MONEY,CHF 5 Mio.,227,237,MONEY,CHF 5 Mio
6693,boundary,MONEY,CHF 10 Mio.,199,210,MONEY,CHF 10 Mio
6693,boundary,MONEY,CHF 15 Mio.,95,106,MONEY,CHF 15 Mio
6703,boundary,MONEY,USD 5 Mio.,214,224,MONEY,USD 5 Mio
6704,boundary,PER,Beat Zürcher,0,12,PER,Zürcher
6707,label,JOB,ETH-Ingenieur,141,154,EDU,ETH-Ingenieur
6707,omission,JOB,Patron,49,55,,
6719,boundary,DATE,Ende Woche,347,357,DATE,Woche
6719,omission,JOB,Inhaberin,21,30,,
6722,omission,NATION,französische,245,257,,
6722,omission,JOB,Gründerin,41,50,,
6723,label,JOB,ETH-Ingenieur,316,329,EDU,ETH-Ingenieur
6723,boundary,DATE,2023,214,218,DATE,Jahresabschluss 2023
6737,boundary,DATE,2023,27,31,DATE,finale Jahresabschluss 2023
6738,omission,JOB,Assistentin,173,184,,
6739,omission,DATE,morgen Mittag,261,274,,
6740,boundary,MONEY,CHF 4 Mio.,243,253,MONEY,CHF 4 Mio
6747,omission,PER,Lee,289,292,,
6758,omission,DATE,2023,320,324,,
6758,label,JOB,ETH-Ingenieur,142,155,EDU,ETH-Ingenieur
6758,boundary,MONEY,CHF 3.5 Mio.,290,302,MONEY,CHF 3.5 Mio
6758,boundary,DATE,Ende Monat,334,344,DATE,Monat
6783,omission,JOB,Gründer,218,225,,
6785,boundary,DATE,morgen Mittag,202,215,DATE,Mittag
6786,omission,DATE,2023,196,200,,
6786,omission,DATE,2022,187,191,,
6792,boundary,MONEY,USD 8 Mio.,171,181,MONEY,USD 8 Mio
6792,label,JOB,ETH-Ingenieur,17,30,EDU,ETH-Ingenieur
6798,boundary,PER,Lena Weber,115,125,PER,Dr. Lena Weber
6802,boundary,PER,Anna Leuenberger,272,288,PER,Dr. Anna Leuenberger
6833,omission,JOB,Treuhänder,306,316,,
6833,boundary,MONEY,CHF 6 Mio.,146,156,MONEY,CHF 6 Mio
6833,boundary,PER,Beat Ammann,96,107,PER,Dr. Beat Ammann
6833,boundary,MONEY,CHF 8.7 Mio.,73,85,MONEY,CHF 8.7 Mio
6841,boundary,PER,Eva Schmidt,100,111,PER,Dr. Eva Schmidt
6850,omission,DATE,sofort,286,292,,
6850,boundary,PER,Peter Frei,160,170,PER,Dr. Peter Frei
6852,omission,PER,Zimmermann,286,296,,
6855,omission,ORG,Diagnostica Spin-Off AG,221,244,,
6858,boundary,PER,Anna Berger,21,32,PER,Dr. Anna Berger
6858,omission,JOB,Partners,162,170,,
6871,omission,JOB,Business Partner,334,350,,
6871,boundary,DATE,2023,292,296,DATE,Jahresabschluss 2023
6876,omission,JOB,Partnerin,16,25,,
6881,omission,PER,Steiner,295,302,,
6883,boundary,EDU,ETH,195,198,EDU,ETH-Ingenieur
6885,boundary,MONEY,CHF 10 Mio.,337,348,MONEY,CHF 10 Mio
6892,label,JOB,ETH-Ingenieur,137,150,EDU,ETH-Ingenieur
6897,boundary,PER,Urs Baumann,27,38,PER,Dr. Urs Baumann
6899,boundary,DATE,Ende Q3,177,184,DATE,Q3
6899,omission,NATION,französische,257,269,,
6910,omission,JOB,Assistentin der GL,148,166,,
6919,boundary,DATE,nächste Woche,244,257,DATE,Woche
6935,omission,PER,Fuchs,323,328,,
6941,boundary,MONEY,ca. 400'000 EUR,243,258,MONEY,400'000 EUR
6941,omission,DATE,2023,89,93,,
6943,label,NATION,deutschen,129,138,LOC,deutschen
6943,omission,PER,Keller,265,271,,
6948,label,NATION,französischen,199,212,ORG,französischen Tochtergesellschaft
6948,boundary,PER,Jean-Pierre Dubois,6,24,PER,Dubois
6962,omission,JOB,Anwalt,287,293,,
6962,boundary,PER,Emil Frey,302,311,PER,Dr. Emil Frey
6964,omission,JOB,Assistent,249,258,,
6973,omission,JOB,Partnerin,149,158,,
6975,omission,IBAN,CH44 0023 3233 4444 5555 6,132,158,,
6975,omission,LOC,Les Jardins du Lac,233,251,,
6987,omission,JOB,Anwalt,257,263,,
6989,omission,NATION,französischer,205,218,,
6989,boundary,MONEY,CHF 3.2 Mio.,126,138,MONEY,CHF 3.2 Mio..
6996,omission,PER,Keller,293,299,,
6996,omission,PER,Fuchs,232,237,,
6997,boundary,MONEY,CHF 5 Mio.,220,230,MONEY,CHF 5 Mio
6997,label,JOB,ETH-Ingenieur,118,131,EDU,ETH-Ingenieur
6997,omission,JOB,Inhaber,30,37,,
6997,omission,NATION,Schweizer,285,294,,
7003,boundary,MONEY,ca. 180k,157,165,MONEY,180k
7005,omission,DATE,2023,288,292,,
7011,boundary,MONEY,CHF 1 Mio.,156,166,MONEY,CHF 1 Mio..
7011,boundary,PER,Martin Hess,0,11,PER,Hess
7015,boundary,PER,Lukas Baumgartner,108,125,PER,Herr Lukas Baumgartner
7020,omission,DATE,nächste Woche,200,213,,
7024,label,JOB,ETH-Absolvent,103,116,EDU,ETH-Absolvent
