doc_id,category,gold_label,gold_text,gold_start,gold_end,overlapping_fp_labels,overlapping_fp_texts
5278,omission,NATION,US-amerikanischen,117,134,,
5278,omission,JOB,CFO,59,62,,
5284,boundary,MONEY,CHF 5 pro Aktie,341,356,MONEY,CHF 5
5284,omission,JOB,Leiter Finanzen,84,99,,
5284,omission,JOB,CEO,56,59,,
5286,omission,JOB,Geschäftsführer,252,267,,
5286,omission,JOB,CFO,49,52,,
5286,boundary,MONEY,CHF 800'000,161,172,MONEY,CHF 800'000.
5286,boundary,MONEY,CHF 25'000,307,317,MONEY,CHF 25'000.
5292,omission,JOB,Flottenmanager,19,33,,
5292,omission,JOB,CEO,221,224,,
5293,label,EDU,Universität St. Gallen (HSG),442,470,ORG|ORG,Universität St. Gallen|HSG
5293,omission,PER,Fischer,379,386,,
5293,omission,JOB,CFO,33,36,,
5293,omission,NATION,deutscher,391,400,,
5296,omission,JOB,CFO,144,147,,
5296,omission,JOB,CEO,111,114,,
5298,label,JOB,Head of Treasury,58,74,ORG,Head of Treasury
5298,boundary,ORG,Global Trade Solutions SA,83,108,ORG,Global Trade Solutions
5307,label,JOB,Head of Treasury,64,80,ORG,Head of Treasury
5307,boundary,ORG,Global Trade Solutions SA,89,114,ORG,Global Trade Solutions
5308,omission,JOB,Geschäftsführer,51,66,,
5308,omission,IBAN,CH44 0023 3233 1234 5678 A,348,374,,
5312,omission,JOB,Verwaltungsratspräsident,69,93,,
5313,omission,JOB,Projektleiterin,58,73,,
5313,boundary,MONEY,CHF 200'000,349,360,MONEY,CHF 200'000.
5313,omission,JOB,CEO,421,424,,
5313,boundary,ORG,Future Mobility Solutions GmbH,163,193,ORG,Future Mobility Solutions
5314,omission,JOB,ETH-Ingenieurin,250,265,,
5314,omission,JOB,CEO,126,129,,
5318,omission,JOB,Leiter Forschung & Entwicklung,317,347,,
5318,omission,JOB,Verwaltungsratspräsidentin,117,143,,
5320,omission,JOB,CEO,73,76,,
5320,omission,JOB,CFO,106,109,,
5336,omission,JOB,Managing Partner,199,215,,
5336,label,JOB,Office Managerin,35,51,ORG,Office
5343,omission,AGE,62 Jahre,381,389,,
5343,label,JOB,ETH-Ingenieur,430,443,ORG,ETH-Ingenieur
5343,omission,JOB,Inhaber,93,100,,
5343,omission,JOB,Geschäftsführer,105,120,,
5343,omission,PER,Fischer,372,379,,
5346,boundary,MONEY,USD 150'000,145,156,MONEY,USD 150'000.
5346,label,JOB,Head of Trade Finance,184,205,ORG,Head of Trade Finance
5346,omission,PER,Vogel,329,334,,
5351,label,JOB,Head of Treasury,61,77,ORG,Head of Treasury
5355,omission,JOB,CFO,363,366,,
5355,omission,JOB,CEO,62,65,,
5360,omission,JOB,Head of Treasury,54,70,,
5360,boundary,ORG,Global Trade Solutions GmbH,79,106,ORG,Global Trade Solutions
5360,omission,PER,Herzog,233,239,,
5368,omission,JOB,CFO,39,42,,
5368,omission,JOB,CEO,324,327,,
5368,boundary,PER,Keller,475,481,PER,Frau Keller
5370,omission,JOB,Logistikleiter,334,348,,
5374,omission,JOB,Liquidatorin,129,141,,
5376,omission,JOB,CEO,55,58,,
5376,omission,JOB,CFO,87,90,,
5379,omission,NATION,brasilianisches,397,412,,
5379,omission,JOB,Export Manager,46,60,,
5380,omission,JOB,CFO,73,76,,
5387,boundary,ORG,Logistik Express SA,59,78,ORG,Express SA
5387,omission,NATION,französischer,338,351,,
5387,omission,JOB,CFO,51,54,,
5388,omission,JOB,Finanzchef,190,200,,
5388,boundary,ORG,Precision Watches Holding SA,45,73,ORG|ORG,Precision Watches Holding|SA
5389,omission,JOB,CEO,97,100,,
5389,omission,JOB,Leiter Finanzen & Controlling,293,322,,
5393,boundary,ORG,Global Trade Solutions SA,82,107,ORG,Global Trade Solutions
5393,label,JOB,Head of Treasury,57,73,ORG,Head of Treasury
5393,omission,PER,Fischer,228,235,,
5403,label,JOB,dipl. Architektin ETH,245,266,ORG,ETH
5403,omission,AGE,68 Jahre,120,128,,
5407,omission,JOB,Geschäftsführerin,42,59,,
5407,label,EDU,HSG-Absolventin,203,218,ORG,HSG-Absolventin
5407,omission,PER,Keller,190,196,,
5412,omission,JOB,Inhaber,94,101,,
5412,omission,ORG,Logistik Solutions SA,59,80,,
5417,omission,JOB,Leiterin Finanzen,45,62,,
5417,label,EDU,HSG-Absolventin,122,137,ORG,HSG-Absolventin
5421,omission,JOB,CFO,41,44,,
5421,omission,MONEY,15%,302,305,,
5422,boundary,PER,Berger,375,381,PER,Dr. Berger
5422,omission,JOB,CEO,261,264,,
5422,boundary,PER,Meier,391,396,PER,Frau Meier
5422,omission,JOB,Verwaltungsratspräsident,119,143,,
5422,omission,JOB,Finanzchefin,169,181,,
5423,omission,NATION,deutscher,382,391,,
5423,omission,PER,Bachmann,369,377,,
5423,omission,JOB,CFO,42,45,,
5423,boundary,ORG,Maschinenbau Schmid AG,256,278,ORG,Maschinenbau Schmid
5425,label,JOB,Group Treasurer,75,90,ORG,Group Treasurer
5427,omission,JOB,CFO,155,158,,
5427,omission,JOB,CEO,122,125,,
5428,boundary,LOC,USA,425,428,LOC,den USA
5428,boundary,ORG,Global Trade Solutions SA,89,114,ORG,Global Trade Solutions
5428,label,JOB,Head of Treasury,64,80,ORG,Head of Treasury
5430,boundary,PER,Stefan Keller,36,49,PER,Herrn Stefan Keller
5430,omission,JOB,Leiter Rechnungswesen,51,72,,
5436,omission,PER,Graf,399,403,,
5436,omission,JOB,CFO,56,59,,
5437,omission,DATE,Ende Jahr,256,265,,
5437,boundary,ORG,Moser Baupartner GmbH,66,87,ORG,Moser Baupartner
5437,omission,JOB,Geschäftsführer,120,135,,
5437,omission,EDU,HSG,222,225,,
5437,omission,AGE,64 Jahre,154,162,,
5440,omission,JOB,Geschäftsführer,139,154,,
5440,omission,PER,Lehmann,353,360,,
5440,boundary,PER,John Davis,337,347,PER,Mr. John Davis
5440,omission,NATION,amerikanischen,307,321,,
5440,label,EDU,ETH Zürich,96,106,ORG,ETH Zürich
5445,boundary,ORG,Global Pharma Services GmbH,74,101,ORG,Global Pharma Services
5445,label,JOB,Head of Treasury,49,65,ORG,Head of Treasury
5447,omission,AGE,68-jährigen,75,86,,
5448,label,JOB,Head of Sales,263,276,ORG,Head of Sales
5448,label,JOB,Treasurer,44,53,ORG,Treasurer
5449,label,JOB,Legal Counsel,82,95,ORG,Legal Counsel
5449,omission,IBAN,CH12 0024 0240 C123 4567 8,381,407,,
5461,label,JOB,Head of Finance,50,65,ORG,Head of Finance der Commodity Trading Partners AG
5461,boundary,ORG,Commodity Trading Partners AG,70,99,ORG,Head of Finance der Commodity Trading Partners AG
5463,omission,JOB,Assistent,438,447,,
5463,boundary,ORG,Global Trade Solutions SA,75,100,ORG,Global Trade Solutions
5463,label,JOB,Head of Treasury,50,66,ORG,Head of Treasury
5466,omission,JOB,Head of Sales,280,293,,
5466,omission,NATION,amerikanischen,301,315,,
5466,omission,JOB,CFO,42,45,,
5468,omission,JOB,Leiterin Treasury,44,61,,
5468,omission,ORG,Retail Invest AG,66,82,,
5469,boundary,PER,Robert Keller,22,35,PER,Herrn Robert Keller
5469,label,EDU,Hotelfachschule Lausanne,399,423,ORG,Hotelfachschule Lausanne
5469,omission,AGE,68,37,39,,
5469,label,DATE,13.06.2024,109,119,LOC,13.06.2024. Wir
5469,omission,JOB,Inhaber,57,64,,
5469,boundary,PER,Keller,310,316,PER,Herr Keller
5471,omission,EDU,ETH-Abschluss,395,408,,
5471,omission,JOB,CEO,335,338,,
5471,omission,NATION,deutsche,367,375,,
5471,omission,JOB,CFO,41,44,,
5471,omission,PER,Fischer,247,254,,
5474,omission,JOB,Sales Director,257,271,,
5474,omission,JOB,Buchhalterin,29,41,,
5475,boundary,ORG,Innovatec SA,50,62,ORG,SA
5475,omission,JOB,CEO,124,127,,
5480,omission,JOB,CEO,394,397,,
5480,omission,EDU,MBA,346,349,,
5480,omission,JOB,CFO,57,60,,
5480,omission,NATION,deutsche,318,326,,
5482,omission,JOB,Inhaber,83,90,,
5486,boundary,MONEY,CHF 25'000,353,363,MONEY,CHF 25'000.
5486,omission,DATE,12 Monaten,202,212,,
5486,omission,JOB,Sales Director,315,329,,
5486,omission,JOB,Geschäftsführer,21,36,,
5489,omission,JOB,Buchhalterin,62,74,,
5489,boundary,ORG,Graf & Partner Treuhand AG,83,109,ORG,Graf & Partner Treuhand
5489,omission,PER,Graf,218,222,,
5490,omission,JOB,CEO,58,61,,
5490,label,JOB,CFO,401,404,ORG,CFO
5492,omission,JOB,Geschäftsführer,85,100,,
5492,omission,JOB,Prokurist,442,451,,
5492,boundary,PER,Keller,243,249,PER,Herr Keller
5494,omission,DATE,Ende Monat,191,201,,
5494,label,DATE,14.06.2024,94,104,LOC,14.06.2024.
5494,omission,JOB,Leiter Finanzen,49,64,,
5494,omission,JOB,Mitarbeiterin,327,340,,
5495,omission,AGE,62-jährigen,54,65,,
5500,omission,JOB,Exportleiter,45,57,,
5500,boundary,MONEY,USD 850'000,236,247,MONEY,USD 850'000.
5502,omission,JOB,CTO,175,178,,
5502,omission,JOB,Buchhalter,296,306,,
5502,boundary,ORG,Digital Ventures GmbH,76,97,ORG,Digital Ventures GmbH.
5502,omission,JOB,Office Managerin,51,67,,
5503,boundary,PER,Christoph Meier,45,60,PER,Herrn Christoph Meier
5503,omission,JOB,Projektleiter,62,75,,
5504,omission,PER,Ziegler,269,276,,
5504,omission,JOB,CFO,54,57,,
5504,omission,NATION,deutschen,227,236,,
5504,omission,NATION,europäischen,358,370,,
5504,omission,ORG,Logistik Transport AG,62,83,,
5505,omission,JOB,Geschäftsführer,80,95,,
5505,omission,ORG,Hoch- und Tiefbau Meier AG,40,66,,
5514,omission,PER,Graf,301,305,,
5514,omission,JOB,Managing Partner,51,67,,
5514,omission,JOB,Senior Partner,188,202,,
5519,omission,JOB,Export Managerin,67,83,,
5519,omission,JOB,Leiter Finanzen,307,322,,
5521,omission,JOB,CFO,36,39,,
5521,omission,NATION,deutsche,278,286,,
5529,omission,JOB,Assistentin der Geschäftsleitung,48,80,,
5529,omission,JOB,CEO,188,191,,
5529,label,DATE,24.05.2024,112,122,LOC,24.05.2024.
5532,omission,DATE,morgen,408,414,,
5532,omission,JOB,Leiterin Treasury,65,82,,
5532,omission,PER,Vogel,278,283,,
5532,boundary,ORG,Pharma Solutions GmbH,91,112,ORG,Pharma Solutions GmbH.
5539,boundary,ORG,Montres Précision SA,64,84,ORG,Montres Précision
5539,omission,JOB,CFO,56,59,,
5543,boundary,PER,Urs Meier,114,123,PER,Herrn Dr. Urs Meier
5543,omission,JOB,CEO,125,128,,
5547,omission,NATION,amerikanischer,236,250,,
5547,omission,JOB,Liquidator,46,56,,
5547,omission,PER,Vogel,480,485,,
5551,omission,JOB,Inhaber,24,31,,
5560,omission,ORG,Import Export Solutions AG,55,81,,
5560,label,JOB,Head of Treasury,34,50,ORG,Head of Treasury
5568,boundary,ORG,Swiss Commodity Traders Ltd.,70,98,ORG,Swiss Commodity Traders Ltd
5568,omission,NATION,österreichischen,355,371,,
5568,omission,JOB,CFO,46,49,,
5580,omission,PER,Graf,193,197,,
5580,boundary,PER,Thomas Graf,49,60,PER,Herrn Thomas Graf
5580,label,JOB,Treasurer,62,71,ORG,Treasurer
5601,omission,JOB,CFO,139,142,,
5603,omission,JOB,CEO,59,62,,
5605,omission,JOB,General Counsel,90,105,,
5605,omission,NATION,deutscher,397,406,,
5605,omission,JOB,CEO,351,354,,
5605,boundary,ORG,Swiss Engineering Group Holding AG,36,70,ORG,Swiss Engineering Group
5609,label,EDU,HSG,326,329,ORG,HSG-Absolventin
5609,omission,JOB,CFO,54,57,,
5617,omission,JOB,Eigentümer,46,56,,
5617,boundary,ORG,Vogel Robotics GmbH,352,371,ORG,Vogel Robotics
5626,omission,JOB,IT-Leiter,49,58,,
5626,omission,JOB,Mitarbeiter,113,124,,
5630,omission,JOB,Leiter Finanzen,77,92,,
5630,omission,JOB,Controller,187,197,,
5633,omission,JOB,Projektleiterin Finanzen,96,120,,
5637,omission,DATE,Ende Mai,424,432,,
5637,label,JOB,Head of Treasury,64,80,ORG,Head of Treasury
5637,omission,JOB,Buchhalterin,324,336,,
5637,boundary,ORG,Global Trade Solutions GmbH,85,112,ORG,Global Trade Solutions
5639,boundary,MONEY,CHF 25'000,198,208,MONEY,CHF 25'000.
5639,omission,JOB,Verkaufsleiter,179,193,,
5639,omission,JOB,Inhaber und Geschäftsführer,23,50,,
5640,boundary,ORG,TechSolutions Holding AG,50,74,ORG,TechSolutions
5640,omission,JOB,Mitarbeiterinnen,325,341,,
5640,omission,MONEY,2 Mio.,430,436,,
5640,omission,JOB,CFO,42,45,,
5642,omission,JOB,Leiter International Projects,36,65,,
5642,omission,NATION,asiatischen,233,244,,
5642,label,DATE,29.05.2024,94,104,LOC,29.05.2024.
5642,omission,JOB,Werksleiter,359,370,,
5643,omission,JOB,CEO,334,337,,
5643,omission,JOB,CFO,53,56,,
5644,omission,NATION,europäischen,242,254,,
5644,omission,JOB,Head of Treasury,64,80,,
5644,boundary,ORG,Global Trade Holding SA,85,108,ORG|ORG,Global Trade Holding|SA
5649,omission,JOB,Leiterin Finanzen,51,68,,
5649,omission,JOB,Sales Director,211,225,,
5652,omission,JOB,CFO,39,42,,
5652,omission,JOB,CEO,312,315,,
5655,omission,JOB,CFO,116,119,,
5655,omission,JOB,Buchhalterin,340,352,,
5655,omission,JOB,CEO,88,91,,
5655,boundary,ORG,Swiss Logistics Solutions AG,170,198,ORG,Swiss Logistics Solutions
5670,omission,JOB,CFO,65,68,,
5671,omission,JOB,Leiterin Treasury,53,70,,
5672,omission,AGE,48 Jahre,441,449,,
5672,omission,JOB,Geschäftsführer,81,96,,
5672,label,EDU,ETH Zürich,469,479,ORG,ETH Zürich
5672,omission,NATION,europäischen,205,217,,
5675,boundary,MONEY,CHF 350'000,239,250,MONEY,CHF 350'000.
5675,omission,JOB,Leiterin Finanzen,20,37,,
5675,omission,DATE,Ende nächster Woche,368,387,,
5678,omission,JOB,CFO,50,53,,
5678,omission,JOB,Leiterin Finanzen,476,493,,
5680,boundary,ORG,Global Trade Solutions SA,82,107,ORG,Global Trade Solutions
5680,label,JOB,Head of Treasury,57,73,ORG,Head of Treasury
5681,boundary,ORG,BioVenture Labs GmbH,141,161,ORG,BioVenture Labs
5681,omission,JOB,CEO,58,61,,
5681,omission,JOB,CFO,409,412,,
5686,omission,JOB,Buchhalterin,309,321,,
5686,omission,JOB,CFO,62,65,,
5686,boundary,ORG,Digital Solutions GmbH,70,92,ORG,Digital Solutions
5691,omission,JOB,COO,115,118,,
5691,omission,JOB,Exportleiter,389,401,,
5693,label,JOB,dipl. Bauingenieur ETH,379,401,ORG,ETH
5693,omission,JOB,designierter CEO,112,128,,
5693,omission,JOB,Verwaltungsratspräsident,47,71,,
5694,omission,NATION,französischer,306,319,,
5694,omission,JOB,CFO,73,76,,
5694,omission,JOB,CEO,39,42,,
5694,boundary,ORG,Logistik Express SA,109,128,ORG,Express SA
5696,omission,JOB,CFO,55,58,,
5703,boundary,ORG,Global Trade Solutions Ltd.,66,93,ORG,Global Trade Solutions Ltd
5703,omission,JOB,Treasury Manager,41,57,,
5722,omission,JOB,Leiter Treasury,82,97,,
5722,boundary,ORG,Swiss Metalworks GmbH,102,123,ORG,Swiss Metalworks
5726,omission,JOB,Geschäftsführer,302,317,,
5726,omission,ORG,Logistik Services GmbH,50,72,,
5726,omission,JOB,Buchhalter,93,103,,
5728,label,LOC,EU,101,103,ORG,EU
5728,omission,JOB,Leiter Finanzen,140,155,,
5734,omission,PER,Fischer,244,251,,
5734,omission,JOB,Geschäftsführer,98,113,,
5734,omission,JOB,Buchhalterin,324,336,,
5737,omission,JOB,Verkaufsleiter,336,350,,
5737,boundary,MONEY,CHF 20'000,397,407,MONEY,CHF 20'000.
5737,omission,JOB,CFO,67,70,,
5739,omission,JOB,CFO,63,66,,
5739,omission,JOB,CEO,445,448,,
5743,omission,PER,Schmidt,351,358,,
5743,omission,NATION,deutscher,363,372,,
5743,omission,JOB,Head of Export,48,62,,
5748,omission,JOB,Geschäftsführer,103,118,,
5748,boundary,PER,Fischer,495,502,PER,Herr Fischer
5754,omission,JOB,CEO,58,61,,
5754,omission,JOB,CFO,382,385,,
5754,omission,DATE,Juni,359,363,,
5756,omission,PER,Brunner,419,426,,
5756,omission,AGE,68-jährigen,55,66,,
5756,label,JOB,ETH-Ingenieur,199,212,ORG,ETH-Ingenieur
5757,label,DATE,20.05.2024,70,80,LOC,20.05.2024.
5757,omission,JOB,Buchhalterin,341,353,,
5757,omission,JOB,Geschäftsführer,86,101,,
5759,omission,JOB,Verwaltungsratspräsident,87,111,,
5762,omission,JOB,Managing Partner,72,88,,
5767,omission,JOB,Controller,165,175,,
5767,omission,JOB,Office Managerin,46,62,,
5767,omission,JOB,CEO,304,307,,
5767,omission,PER,Keller,437,443,,
5773,label,JOB,Head of Treasury,53,69,ORG,Head of Treasury
5773,omission,NATION,europäischen,337,349,,
5778,boundary,ORG,Innovatec Solutions GmbH,238,262,ORG,Innovatec Solutions
5778,omission,JOB,CFO,46,49,,
5780,omission,AGE,62-jährigen,50,61,,
5780,omission,JOB,Inhaber,62,69,,
5781,omission,JOB,CFO,59,62,,
5786,omission,JOB,Geschäftsführerin,282,299,,
5790,omission,JOB,Produktionsleiter,118,135,,
5790,omission,JOB,CFO,204,207,,
5790,omission,NATION,schweizerische,400,414,,
5792,omission,JOB,Treasurer,47,56,,
5794,omission,JOB,Buchhalter,232,242,,
5794,omission,PER,Keller,306,312,,
5794,omission,JOB,IT-Leiter,50,59,,
5799,boundary,LOC,USA,244,247,LOC,den USA
5799,omission,JOB,Leiterin Treasury,70,87,,
5799,boundary,ORG,Swiss MedTech GmbH,96,114,ORG,Swiss MedTech GmbH.
5800,omission,JOB,Geschäftsführer,99,114,,
5800,boundary,LOC,Bern,89,93,LOC,Kanton Bern
5801,omission,JOB,Anwalt,478,484,,
5801,boundary,PER,Gfeller,156,163,PER,Frau Gfeller
5801,label,EDU,HSG,170,173,ORG,HSG-Absolventin
5801,omission,AGE,66 Jahre,100,108,,
5802,omission,JOB,Head of Export,34,48,,
5802,boundary,PER,Tanner,319,325,PER,Herrn Tanner
5802,boundary,ORG,Seoul Bank Corp.,267,283,ORG,Seoul Bank Corp
5803,omission,JOB,Leiterin Finanzen,37,54,,
5809,boundary,ORG,Familiendruckerei Meier & Söhne AG,15,49,ORG,Meier & Söhne AG
5809,label,EDU,HSG-Absolventen,128,143,ORG,HSG-Absolventen
5811,omission,JOB,CEO,35,38,,
5811,boundary,ORG,BioGenTech GmbH,137,152,ORG,BioGenTech GmbH.
5815,omission,JOB,Inhaber,55,62,,
5815,boundary,ORG,TechComponents Import AG,15,39,ORG,TechComponents
5824,boundary,ORG,Helvetia Holding SA,41,60,ORG|ORG,Helvetia Holding|SA
5824,omission,JOB,Treasurer,27,36,,
5826,omission,JOB,CEO,391,394,,
5826,omission,JOB,CFO,62,65,,
5826,boundary,PER,Markus Keller,43,56,PER,Herrn Markus Keller
5826,omission,PER,Keller,310,316,,
5831,omission,ORG,Zürcher Immobilien AG,37,58,,
5831,omission,JOB,Inhaber,25,32,,
5835,omission,JOB,CEO,36,39,,
5835,omission,JOB,CFO,75,78,,
5841,omission,JOB,CFO,4,7,,
5844,omission,JOB,CFO,97,100,,
5844,omission,JOB,CEO,132,135,,
5844,omission,PER,Herzog,311,317,,
5852,boundary,PER,Meier,362,367,PER,Herr Meier
5854,boundary,ORG,Handelsfirma Zuber & Co. AG,15,42,ORG,Zuber & Co. AG
5854,label,JOB,HSG-Absolventin,236,251,ORG,HSG-Absolventin
5854,omission,AGE,68 Jahre,115,123,,
5854,omission,JOB,CEO,303,306,,
5859,omission,PER,Egger,350,355,,
5859,omission,ORG,Pharma Holding AG,61,78,,
5859,omission,JOB,CFO,53,56,,
5859,omission,NATION,schweizerisch-deutsche,360,382,,
5867,omission,PER,Richter,391,398,,
5867,omission,JOB,CEO,125,128,,
5867,omission,JOB,CTO,253,256,,
5868,omission,JOB,CFO,31,34,,
5870,omission,PER,Berger,245,251,,
5870,omission,AGE,62 Jahre,333,341,,
5870,label,JOB,Managing Partner,97,113,ORG,Managing Partner
5893,boundary,ORG,Swiss Exports SA,15,31,ORG,Swiss Exports
5893,omission,IBAN,CH55 0023 3233 1234 5678 Z,270,296,,
5893,omission,JOB,Leiterin Exportfinanzierung,71,98,,
5894,omission,JOB,CEO,317,320,,
5894,omission,PER,Fischer,351,358,,
5894,boundary,ORG,Dublin Pharma Research Ltd.,141,168,ORG,Dublin Pharma Research Ltd
5894,omission,JOB,CFO,60,63,,
5896,boundary,ORG,CodeCrafters GmbH,169,186,ORG,CodeCrafters GmbH.
5896,boundary,ORG,Tech Innovators Holding AG,64,90,ORG,Tech Innovators Holding
5896,omission,JOB,CEO,56,59,,
5897,omission,JOB,CFO,58,61,,
5897,boundary,PER,Markus Keller,43,56,PER,Herrn Markus Keller
5897,omission,PER,Keller,274,280,,
5898,boundary,ORG,Global Trade Solutions SA,82,107,ORG,Global Trade Solutions
5898,label,JOB,Head of Treasury,57,73,ORG,Head of Treasury
5899,omission,JOB,Finance Managerin,159,176,,
5903,omission,JOB,Geschäftsführer,9,24,,
5903,omission,PER,Schmidt,166,173,,
5903,omission,NATION,deutscher,178,187,,
5905,omission,JOB,CFO,58,61,,
5905,boundary,PER,Keller,253,259,PER,Herr Keller
5905,omission,JOB,CEO,336,339,,
5905,boundary,PER,Markus Keller,43,56,PER,Herrn Markus Keller
5910,omission,JOB,Leiter Finanzen & Administration,50,82,,
5913,boundary,ORG,LogiCore Transport AG,29,50,ORG,LogiCore
5913,omission,JOB,COO,90,93,,
5913,omission,PER,Fischer,304,311,,
5916,omission,JOB,Leiterin Finanzen,38,55,,
5916,boundary,LOC,USA,141,144,LOC,den USA
5917,omission,JOB,Exportrisikoversicherung,205,229,,
5917,omission,JOB,CFO,24,27,,
5919,omission,JOB,Verwaltungsratspräsident,72,96,,
5919,label,JOB,VR-Mitglied,275,286,ORG,VR-Mitglied
5919,boundary,ORG,Pharma Invest Holding SA,101,125,ORG|ORG,Pharma Invest Holding|SA
5919,omission,NATION,deutsche,307,315,,
5921,boundary,PER,Oliver Bachmann,31,46,PER,Herrn Oliver Bachmann
5921,omission,JOB,Managing Partner,48,64,,
5928,boundary,ORG,Innovatec Robotics SA,59,80,ORG,Robotics SA
5928,omission,JOB,CFO,51,54,,
5929,omission,JOB,Treasurer,30,39,,
5931,omission,JOB,CFO,48,51,,
5932,omission,JOB,Geschäftsführer,190,205,,
5932,omission,AGE,68-jährig,147,156,,
5933,boundary,ORG,Global Trade Solutions SA,82,107,ORG,Global Trade Solutions
5933,label,JOB,Head of Treasury,57,73,ORG,Head of Treasury
5937,omission,DATE,Ende Juni,313,322,,
5937,omission,JOB,CFO,44,47,,
5939,omission,JOB,Managing Partner,210,226,,
5939,boundary,MONEY,CHF 50'000,269,279,MONEY,CHF 50'000.
5939,omission,JOB,Office Managerin,47,63,,
5945,omission,JOB,Gründer,107,114,,
5945,omission,JOB,CEO,119,122,,
5945,omission,ORG,PharmaTech Innovations AG,61,86,,
5947,boundary,MONEY,CHF 100'000,202,213,MONEY,CHF 100'000.
5947,omission,JOB,Geschäftsführer,131,146,,
5947,omission,ORG,Techno Holding AG,93,110,,
5947,boundary,PER,Keller,317,323,PER,Herr Keller
5951,boundary,ORG,Global Trade Solutions SA,83,108,ORG,Global Trade Solutions
5951,omission,NATION,europäischen,389,401,,
5951,label,JOB,Head of Treasury,58,74,ORG,Head of Treasury
5954,omission,JOB,Geschäftsführer,50,65,,
5954,omission,IBAN,CH44 0023 3233 1234 5678 A,299,325,,
5957,omission,JOB,CEO,115,118,,
5957,omission,PER,Vogel,478,483,,
5957,omission,JOB,CFO,141,144,,
5959,label,JOB,Head of Treasury,60,76,ORG,Head of Treasury
5959,boundary,ORG,Global Trade Solutions GmbH,85,112,ORG,Global Trade Solutions
5959,omission,NATION,asiatischen,511,522,,
5961,omission,NATION,französischen,404,417,,
5961,boundary,PER,Martin,331,337,PER,Herrn Martin
5961,omission,JOB,Leiter Finanzen,157,172,,
5961,omission,JOB,COO,56,59,,
5964,omission,DATE,Ende der Woche,369,383,,
5964,omission,JOB,CFO,315,318,,
5964,label,JOB,Treasurer,53,62,ORG,Treasurer
5966,omission,JOB,CFO,54,57,,
5966,omission,JOB,Leiterin Rechtsabteilung,316,340,,
5967,label,JOB,Head of Treasury,54,70,ORG,Head of Treasury
5969,omission,JOB,Gründer,50,57,,
5969,boundary,LOC,Waadt,89,94,LOC,Kanton Waadt
5969,omission,PER,Brunner,327,334,,
